Êìç‰ΩúÊó∂Èó¥,ip,Êìç‰Ωú‰∫∫,Êìç‰ΩúÂÜÖÂÆπ,ÂèÇÊï∞,
2019-07-04 10:09:30,0:0:0:0:0:0:0:1, ,ÊâìÂºÄÁ≥ªÁªü  , 
2019-07-04 10:09:45,0:0:0:0:0:0:0:1,test1,µ«¬ºœµÕ≥  , 
2019-07-04 10:09:45,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,main,
2019-07-04 10:09:46,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,top,
2019-07-04 10:09:46,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,left,
2019-07-04 10:09:47,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,portal,
2019-07-04 10:09:48,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,listFriend,_=1562206188122
2019-07-04 10:09:49,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,listDate,selectdate=2019-07
2019-07-04 10:09:49,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,ajaxGetList,
2019-07-04 10:09:55,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,gridPage,
2019-07-04 10:09:55,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,gridData,_search=true&nd=1562206195969&rows=20&page=1&sidx=lastUpdTime&sord=desc
2019-07-04 10:09:58,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,edit,id=297e0fb36bb56510016bb56bf4df0047
