Êìç‰ΩúÊó∂Èó¥,ip,Êìç‰Ωú‰∫∫,Êìç‰ΩúÂÜÖÂÆπ,ÂèÇÊï∞,
2019-07-05 08:37:06,0:0:0:0:0:0:0:1, ,ÊâìÂºÄÁ≥ªÁªü  , 
2019-07-05 08:37:08,0:0:0:0:0:0:0:1, ,¥Úø™œµÕ≥  , 
2019-07-05 08:40:33,0:0:0:0:0:0:0:1,test1,µ«¬ºœµÕ≥  , 
2019-07-05 08:40:33,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,main,
2019-07-05 08:40:34,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,top,
2019-07-05 08:40:34,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,left,
2019-07-05 08:40:35,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,portal,
2019-07-05 08:40:35,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,listFriend,_=1562287235775
2019-07-05 08:40:36,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,listDate,selectdate=2019-07
2019-07-05 08:40:36,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,ajaxGetList,
2019-07-05 08:40:41,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,gridPage,
2019-07-05 08:40:41,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,gridData,_search=true&nd=1562287241738&rows=20&page=1&sidx=lastUpdTime&sord=desc
2019-07-05 08:40:44,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,edit,id=297e0fb36bb56510016bb56bf4a70044
2019-07-05 08:40:48,0:0:0:0:0:0:0:1,≤‚ ‘’Àªß,update4Data,isCommit=0&itemList[0].result=∫œ∏Ò&testManId=2c90a6ee6a2b7945016a2e0869d801a7&appName=&methodName=GB 11903-89ÀÆ÷  …´∂»µƒ≤‚∂®&methodId=2c90a6ee681677fa01684f9121f1046e&itemList[0].id=297e0fb36bb56510016bb56bf4b30045&taskVo.id=297e0fb36bb56510016bb56969050004&wd=&itemId=2c90a6ee66624e0b01666759dfe00260&sd=&itemName=…´∂»&unit=∂»&appId=&ids=&itemList[0].trVo.sampVo.sampCode=H2019009-D1-1&testMsg=&limitLine=&testTime=&testEndTime=&id=297e0fb36bb56510016bb56bf4a70044&itemList[0].trVo.id=297e0fb36bb56510016bb56bf4b90046&itemList[0].trVo.value=&unComp=&testMan=≤‚ ‘’Àªß
